# Energy_eV TotalXS_barn
5.479472336900287344e-02 7.680871230858693721e+00
5.517492376129125992e-02 7.656778098263475663e+00
5.555776222398877556e-02 7.632898529043574243e+00
5.594325706169377826e-02 7.609218854946813160e+00
5.633142670601355012e-02 7.585865361122006156e+00
5.672228971644543288e-02 7.874773654643390408e+00
5.711586478126431943e-02 7.849919831679150306e+00
5.751217071841613349e-02 7.825403842040397961e+00
5.791122647641758214e-02 7.801224562535788998e+00
5.831305113526221579e-02 7.777123656398712725e+00
5.871766390733255264e-02 7.753345971604913345e+00
5.912508413831878140e-02 7.729899863115643477e+00
5.953533130814370189e-02 7.706784260590322511e+00
5.994842503189409116e-02 7.683998109919350838e+00
6.036438506075866850e-02 7.661540373175386165e+00
6.078323128297229844e-02 7.639281363325149954e+00
6.120498372476699395e-02 7.617191401763976799e+00
6.162966255132942134e-02 7.595424852493351864e+00
6.205728806776500406e-02 7.573980728073161472e+00
6.248788072006890987e-02 7.552858056917527207e+00
6.292146109610344262e-02 7.728509271601545549e+00
6.335804992658250478e-02 7.706672930742799466e+00
6.379766808606282535e-02 7.684878823297973227e+00
6.424033659394190465e-02 7.663391355816553840e+00
6.468607661546324494e-02 7.642227796337151879e+00
6.513490946272802729e-02 7.621387189347440305e+00
6.558685659571432403e-02 7.600868595224129720e+00
6.604193962330305590e-02 7.580671090189248673e+00
6.650018030431117944e-02 7.560655339472103442e+00
6.696160054853218802e-02 7.540771867334465028e+00
6.742622241778342684e-02 7.687371797386756356e+00
6.789406812696109628e-02 7.666974729018225077e+00
6.836516004510238831e-02 7.646899967697349254e+00
6.883952069645496441e-02 7.627146613583614787e+00
6.931717276155403840e-02 7.764225921469554592e+00
6.979813907830660635e-02 7.743717024887880385e+00
7.028244264308348976e-02 7.723502637396812531e+00
7.077010661181890039e-02 7.703611174861638489e+00
7.126115430111745752e-02 7.684041748494127688e+00
7.175560918936924049e-02 7.664793485363215808e+00
7.225349491787214085e-02 7.645865528353809282e+00
7.275483529196229149e-02 7.627108514431257369e+00
7.325965428215229502e-02 7.608448131267613768e+00
7.376797602527734865e-02 7.590103006402818764e+00
7.427982482564914057e-02 7.572072327748778697e+00
7.479522515621821188e-02 7.554355298714103384e+00
7.531420165974371528e-02 7.579268963559107064e+00
7.583677914997190295e-02 7.561885301327658127e+00
7.636298261282245536e-02 7.544464787512466408e+00
7.689283720758309515e-02 7.527311220214699006e+00
7.742636826811269413e-02 7.510466785658471700e+00
7.796360130405233235e-02 7.493930746744744908e+00
7.850456200204508628e-02 7.477702381581874391e+00
7.904927622696424072e-02 7.461780983450823967e+00
7.959777002314981365e-02 7.446007880971569293e+00
8.015006961565404597e-02 7.647800582166287775e+00
8.070620141149503768e-02 7.630874366059043012e+00
8.126619200091945994e-02 7.614259836708910711e+00
8.183006815867394090e-02 7.701292925206105977e+00
8.239785684528515286e-02 7.684587541916945597e+00
8.296958520834907258e-02 7.668196629464064884e+00
8.354528058382866551e-02 7.651735241656936637e+00
8.412497049736118726e-02 7.635524474073461576e+00
8.470868266557406157e-02 7.619622991874533291e+00
8.529644499741020902e-02 7.604030109011425509e+00
8.588828559546249353e-02 7.588745154643125268e+00
8.648423275731721704e-02 7.573767473102986258e+00
8.708431497690724554e-02 7.558930497973472384e+00
8.768856094587430816e-02 7.715169711116121043e+00
8.829699955494087205e-02 7.699456266195268128e+00
8.890965989529157898e-02 7.684052450323648920e+00
8.952657125996396625e-02 7.668957604386401172e+00
9.014776314524917955e-02 7.654171084483323284e+00
9.077326525210228925e-02 7.639692261896181336e+00
9.140310748756227954e-02 7.625102180764986137e+00
9.203731996618221001e-02 7.610736371996113192e+00
9.267593301146878626e-02 7.818975475349496662e+00
9.331897715733239451e-02 7.803682085619488618e+00
9.396648314954696157e-02 7.788700510384394704e+00
9.461848194721997340e-02 7.774030114195047858e+00
9.527500472427290201e-02 7.759497818526922330e+00
9.593608287093141618e-02 7.744920939492427436e+00
9.660174799522645850e-02 7.730649768213304185e+00
9.727203192450542546e-02 7.716683704887177697e+00
9.794696670695395013e-02 7.703022164712727715e+00
9.862658461312820424e-02 7.689664577858679628e+00
9.931091813749795549e-02 7.676610389433409232e+00
1.000000000000000056e-01 7.663408773683590525e+00
1.006938631476027024e-01 7.665165113524755824e+00
1.013925407558815273e-01 7.652357364385741434e+00
1.020960662306046457e-01 7.639847766034149501e+00
1.028044732093309765e-01 7.627635806106183303e+00
1.035177955630176283e-01 7.615720986854729979e+00
1.042360673976401170e-01 7.603926824364759085e+00
1.049593230558227702e-01 7.644048351185389834e+00
1.056875971184804003e-01 7.632078168780646266e+00
1.064209244064724669e-01 7.720177448917997509e+00
1.071593399822671072e-01 7.708106666389905826e+00
1.079028791516183639e-01 7.696333398787731817e+00
1.086515774652538346e-01 7.684857171925193242e+00
1.094054707205742438e-01 7.673196726822480329e+00
1.101645949633656973e-01 7.661702174459893655e+00
1.109289864895222771e-01 7.650499087697100187e+00
1.116986818467822634e-01 7.639587020987995913e+00
1.124737178364751955e-01 7.628965543033150887e+00
1.132541315152811451e-01 7.681537673291352952e+00
1.140399601970033122e-01 7.670886310850999479e+00
1.148312414543511129e-01 7.660069649088506516e+00
1.156280131207375328e-01 7.649540559792410654e+00
1.164303132920876810e-01 7.639298631555713648e+00
1.172381803286598606e-01 7.629343467000941459e+00
1.180516528568805595e-01 7.706111280184215317e+00
1.188707697711903349e-01 7.696132887939937106e+00
1.196955702359042834e-01 7.721487937598542572e+00
1.205260936870842653e-01 7.711178980147350259e+00
1.213623798344240501e-01 7.701156132666529430e+00
1.222044686631488658e-01 7.691419009924562289e+00
1.230524004359261625e-01 7.681967240607743719e+00
1.239062156947915577e-01 7.672800467295827431e+00
1.247659552630869806e-01 7.663743899859094100e+00
1.256316602474120137e-01 7.684847051253721695e+00
1.265033720395903893e-01 7.675631265237536027e+00
1.273811323186478384e-01 7.666695821338514349e+00
1.282649830528059809e-01 7.658040387970499907e+00
1.291549665014883885e-01 7.649664647143641361e+00
1.300511252173408572e-01 7.722822425417131598e+00
1.309535020482667789e-01 7.713915016315135098e+00
1.318621401394748371e-01 7.757120049979528531e+00
1.327770829355429116e-01 7.748225959427946563e+00
1.336983741824946670e-01 7.739611429447958990e+00
1.346260579298909632e-01 7.731276145097492503e+00
1.355601785329368925e-01 7.723219804940891109e+00
1.365007806546013891e-01 7.715272086100175564e+00
1.374479092677536596e-01 7.707030509183148581e+00
1.384016096573131571e-01 7.721347715862346917e+00
1.393619274224142113e-01 7.713498228749083196e+00
1.403289084785873109e-01 7.705922216596132301e+00
1.413025990599533765e-01 7.698619415028767676e+00
1.422830457214351862e-01 7.691589572832155497e+00
1.432702953409830948e-01 7.724072248029794530e+00
1.442643951218157417e-01 7.716540928183996506e+00
1.452653925946781333e-01 7.709278422114458351e+00
1.462733356201129931e-01 7.702284480833413660e+00
1.472882723907501801e-01 7.695558868246831885e+00
1.483102514336104294e-01 7.689101361134092372e+00
1.493393216124251910e-01 7.682749123219157816e+00
1.503755321299738434e-01 7.692671991035183510e+00
1.514189325304352018e-01 7.686102244249371829e+00
1.524695727017574554e-01 7.679795072882562579e+00
1.535275028780422601e-01 7.673750273802080635e+00
1.545927736419477061e-01 7.667967656408109178e+00
1.556654359271062160e-01 7.707073906615310221e+00
1.567455410205594868e-01 7.718937594737901975e+00
1.578331405652118047e-01 7.712687736447398024e+00
1.589282865622977936e-01 7.706696668454961596e+00
1.600310313738700085e-01 7.700964202526282776e+00
1.611414277253019889e-01 7.695490162721664085e+00
1.622595287078087145e-01 7.690274385377763089e+00
1.633853877809862132e-01 7.722568087345232257e+00
1.645190587753662392e-01 7.716766417543833967e+00
1.656605958949913526e-01 7.711218510888844690e+00
1.668100537200059019e-01 7.705924199766888805e+00
1.679674872092653259e-01 7.734592091831673955e+00
1.691329517029648843e-01 7.744078114272742397e+00
1.703065029252844309e-01 7.739213066193733503e+00
1.714881969870539202e-01 7.734025734453611634e+00
1.726780903884355955e-01 7.728801991458317033e+00
1.738762400216250503e-01 7.723827305519530562e+00
1.750827031735725237e-01 7.719101535311869711e+00
1.762975375287205715e-01 7.714624551210800263e+00
1.775208011717634149e-01 7.710396235276243182e+00
1.787525525904235524e-01 7.706278650274961173e+00
1.799928506782476345e-01 7.718800698919800141e+00
1.812417547374237659e-01 7.714306572679326734e+00
1.824993244816152382e-01 7.734785721190707619e+00
1.837656200388170513e-01 7.730606933955291638e+00
1.850407019542302245e-01 7.726672045475009298e+00
1.863246311931559818e-01 7.722980961968518798e+00
1.876174691439121411e-01 7.718951941051901855e+00
1.889192776207666291e-01 7.729253589276456005e+00
1.902301188668943932e-01 7.725279044125108463e+00
1.915500555573527997e-01 7.721542377209473784e+00
1.928791508020777645e-01 7.731148543599847933e+00
1.942174681489026444e-01 7.727797082126600436e+00
1.955650715865949185e-01 7.724563240642362771e+00
1.969220255479171566e-01 7.720766041677658009e+00
1.982883949127071388e-01 7.717200616456068474e+00
1.996642450109793465e-01 7.713866885488982916e+00
2.010496416260499075e-01 7.713542839533345408e+00
2.024446509976803865e-01 7.710653158237462890e+00
2.038493398252462230e-01 7.707995128708978072e+00
2.052637752709252084e-01 7.730266986681712638e+00
2.066880249629081956e-01 7.736756062789071464e+00
2.081221569986339281e-01 7.733605940198563289e+00
2.095662399480432980e-01 7.730682472964366170e+00
2.110203428568594441e-01 7.727985608892315561e+00
2.124845352498882789e-01 7.725515306155903872e+00
2.139588871343421628e-01 7.731754212641853918e+00
2.154434690031884481e-01 7.728729093679467255e+00
2.169383518385184229e-01 7.725924297512575478e+00
2.184436071149426228e-01 7.735062492479206853e+00
2.199593068030074872e-01 7.740192452067676143e+00
2.214855233726359396e-01 7.737915950081163174e+00
2.230223297965938656e-01 7.735860547684808353e+00
2.245697995539774061e-01 7.733457881244412135e+00
2.261280066337277295e-01 7.735062929495702733e+00
2.276970255381680075e-01 7.732673726522954816e+00
2.292769312865648723e-01 7.730499102607015338e+00
2.308677994187169624e-01 7.735647278249155434e+00
2.324697059985647851e-01 7.736806135594305189e+00
2.340827276178291949e-01 7.735127311854387955e+00
2.357069413996727703e-01 7.732777146049842010e+00
2.373424250023866144e-01 7.730635315344160041e+00
2.389892566231050230e-01 7.736530001146540769e+00
2.406475150015424114e-01 7.734750833683285975e+00
2.423172794237598293e-01 7.733180327509220575e+00
2.439986297259550130e-01 7.741332591621012504e+00
2.456916462982789984e-01 7.739562684750724841e+00
2.473964100886814066e-01 7.737580265744586683e+00
2.491130026067788494e-01 7.735800266375461476e+00
2.508415059277538384e-01 7.736275895275216641e+00
2.525820026962784515e-01 7.734886560922081600e+00
2.543345761304648400e-01 7.733699735848819756e+00
2.560993100258459609e-01 7.734532447237449482e+00
2.578762887593800679e-01 7.740030324704823883e+00
2.596655972934869827e-01 7.738410539978710645e+00
2.614673211801092356e-01 7.736987026524584365e+00
2.632815465648020159e-01 7.738995003736842904e+00
2.651083601908538756e-01 7.737941750339192737e+00
2.669478494034320804e-01 7.737084950033918496e+00
2.688001021537604895e-01 7.743276351280873548e+00
2.706652070033241375e-01 7.743220010093484262e+00
2.725432531281027915e-01 7.741912500329969582e+00
2.744343303228365394e-01 7.740795215493510462e+00
2.763385290053169685e-01 7.741144030967483047e+00
2.782559402207125943e-01 7.740398443909437987e+00
2.801866556459195468e-01 7.745674773342422270e+00
2.821307675939470627e-01 7.747716120177251753e+00
2.840883690183304000e-01 7.746505518807200730e+00
2.860595535175741722e-01 7.745479080534547478e+00
2.880444153396297668e-01 7.746665516044057398e+00
2.900430493863991877e-01 7.745993463959134573e+00
2.920555512182745339e-01 7.745505726850280048e+00
2.940820170587063465e-01 7.746556511505523268e+00
2.961225437988034281e-01 7.745462269158481128e+00
2.981772290019673588e-01 7.744545877688873148e+00
3.002461709085549324e-01 7.743807348398888735e+00
3.023294684405776200e-01 7.743513913419025840e+00
3.044272212064302874e-01 7.743129332149208288e+00
3.065395295056526637e-01 7.745864249845498151e+00
3.086664943337274480e-01 7.746474971710611612e+00
3.108082173869063936e-01 7.745636658997966606e+00
3.129648010670750269e-01 7.744970030839894548e+00
3.151363484866479547e-01 7.746709800820821279e+00
3.173229634734976434e-01 7.746371204634638907e+00
3.195247505759213347e-01 7.749701954501109213e+00
3.217418150676371602e-01 7.749218881532225822e+00
3.239742629528195583e-01 7.748430722689295003e+00
3.262222009711669979e-01 7.748320680917457182e+00
3.284857366030043413e-01 7.747860291334741412e+00
3.307649780744242318e-01 7.748980417749289806e+00
3.330600343624588455e-01 7.750214735100833252e+00
3.353710152002928879e-01 7.750232416335505192e+00
3.376980310825091203e-01 7.749507533046221752e+00
3.400411932703706341e-01 7.750562055518390281e+00
3.424006137971425390e-01 7.750129705177853268e+00
3.447764054734464012e-01 7.751362247828672558e+00
3.471686818926559281e-01 7.751238954190760033e+00
3.495775574363275129e-01 7.751275493554389939e+00
3.520031472796679162e-01 7.751702379715072588e+00
3.544455673970435816e-01 7.751143500062706693e+00
3.569049345675229801e-01 7.752842370542813555e+00
3.593813663804625858e-01 7.752576382814763356e+00
3.618749812411280464e-01 7.752464222530425886e+00
3.643858983763544335e-01 7.752770204884510186e+00
3.669142378402494020e-01 7.752963974092278221e+00
3.694601205199302685e-01 7.753659646487966128e+00
3.720236681413066071e-01 7.753257738226628781e+00
3.746050032748993175e-01 7.753003729637002905e+00
3.772042493416997710e-01 7.752897640329441842e+00
3.798215306190736440e-01 7.752939496344125381e+00
3.824569722466998889e-01 7.754552811634298770e+00
3.851107002325568907e-01 7.754493657178276322e+00
3.877828414589457595e-01 7.754097849444236523e+00
3.904735236885559790e-01 7.754529233055109216e+00
3.931828755705770173e-01 7.755525157164805172e+00
3.959110266468458539e-01 7.755543443440801710e+00
3.986581073580438561e-01 7.755704011700970568e+00
4.014242490499321803e-01 7.756041629959893768e+00
4.042095839796305823e-01 7.755695189488041486e+00
4.070142453219439127e-01 7.756442232183255570e+00
4.098383671757261371e-01 7.756306079868690695e+00
4.126820845702952045e-01 7.756306530333258564e+00
4.155455334718875515e-01 7.756891560915276429e+00
4.184288507901580134e-01 7.757370064272232746e+00
4.213321743847289191e-01 7.757529955781435227e+00
4.242556430717777105e-01 7.757244960673791212e+00
4.271993966306776858e-01 7.757272913069098053e+00
4.301635758106794882e-01 7.757248831654308674e+00
4.331483223376398350e-01 7.758102810773427116e+00
4.361537789208005944e-01 7.758335842604447308e+00
4.391800892596086081e-01 7.758847826937220304e+00
4.422273980505896929e-01 7.758614713447969713e+00
4.452958509942655518e-01 7.758639295069059472e+00
4.483855948021185922e-01 7.758583905332568698e+00
4.514967772036102001e-01 7.758744344338408538e+00
4.546295469532399269e-01 7.758939906690072164e+00
4.577840538376616308e-01 7.759590979224968876e+00
4.609604486828433600e-01 7.759728801390444630e+00
4.641588833612777520e-01 7.759766135015806476e+00
4.673795107992463338e-01 7.759678300625928671e+00
4.706224849841281754e-01 7.760173837088744087e+00
4.738879609717651098e-01 7.760323986943756580e+00
4.771760948938745805e-01 7.760634470367588911e+00
4.804870439655128944e-01 7.761136247539768718e+00
4.838209664925957054e-01 7.761127534954686880e+00
4.871780218794630746e-01 7.761003944455747927e+00
4.905583706365045371e-01 7.761060499826365700e+00
4.939621743878320759e-01 7.761347569569798210e+00
4.973895958790062743e-01 7.761568997862269725e+00
5.008407989848212560e-01 7.761932507842743689e+00
5.043159487171359201e-01 7.762116149043479574e+00
5.078152112327676271e-01 7.762157762381313830e+00
5.113387538414325695e-01 7.762109528060895158e+00
5.148867450137492030e-01 7.762215080746280194e+00
5.184593543892912493e-01 7.762448003450360901e+00
5.220567527846975420e-01 7.762789514171428706e+00
5.256791122018424911e-01 7.763183045049005138e+00
5.293266058360561743e-01 7.763122812673918460e+00
5.329994080844088211e-01 7.763165575631486348e+00
5.366976945540475885e-01 7.763183717851047660e+00
5.404216420705915125e-01 7.763379817620443824e+00
5.441714286865892980e-01 7.763676341365655986e+00
5.479472336900287344e-01 7.764011568572223965e+00
5.517492376129122800e-01 7.764231799577482107e+00
5.555776222398878250e-01 7.764149868066863469e+00
5.594325706169377410e-01 7.764189146607143321e+00
5.633142670601357649e-01 7.764265483384793498e+00
5.672228971644543982e-01 7.764491406843642807e+00
5.711586478126429167e-01 7.764826621300590759e+00
5.751217071841613349e-01 7.765206695640443968e+00
5.791122647641758769e-01 7.765149452610659253e+00
5.831305113526225048e-01 7.765156463908531315e+00
5.871766390733255125e-01 7.765186950573845337e+00
5.912508413831875087e-01 7.765340477785465545e+00
5.953533130814370189e-01 7.765583077048643368e+00
5.994842503189409255e-01 7.765904586813131338e+00
6.036438506075869626e-01 7.766128882680627399e+00
6.078323128297229427e-01 7.766057845479508615e+00
6.120498372476697035e-01 7.766045008083582779e+00
6.162966255132942273e-01 7.766144750659537799e+00
6.205728806776500406e-01 7.766362048973784127e+00
6.248788072006894456e-01 7.766627468236079856e+00
6.292146109610343707e-01 7.766990309605547260e+00
6.335804992658248258e-01 7.766989419003547113e+00
6.379766808606281980e-01 7.766935394926695935e+00
6.424033659394190465e-01 7.766976133195476528e+00
6.468607661546327270e-01 7.767116262813654970e+00
6.513490946272803006e-01 7.767335999142742864e+00
6.558685659571428239e-01 7.767657693444194322e+00
6.604193962330304757e-01 7.767886912451068326e+00
6.650018030431118499e-01 7.767800484179973708e+00
6.696160054853221855e-01 7.767796704422566201e+00
6.742622241778342129e-01 7.767879592197213690e+00
6.789406812696106019e-01 7.768044186556000597e+00
6.836516004510237998e-01 7.768302220468664920e+00
6.883952069645495886e-01 7.768634534627732791e+00
6.931717276155406893e-01 7.768631105695699368e+00
6.979813907830659803e-01 7.768590587767278066e+00
7.028244264308345368e-01 7.768624974093598645e+00
7.077010661181889484e-01 7.768751010529668655e+00
7.126115430111745752e-01 7.768947874851754420e+00
7.175560918936928489e-01 7.769229732087453044e+00
7.225349491787214085e-01 7.769455039249547390e+00
7.275483529196224985e-01 7.769374039950264432e+00
7.325965428215229780e-01 7.769376919033004647e+00
7.376797602527730424e-01 7.769448964010621239e+00
7.427982482564918776e-01 7.769600617717215663e+00
7.479522515621821466e-01 7.769831024221548255e+00
7.531420165974368475e-01 7.770137255792124442e+00
7.583677914997191127e-01 7.770142953325162694e+00
7.636298261282241651e-01 7.770100404993337762e+00
7.689283720758313123e-01 7.770137940862554160e+00
7.742636826811269968e-01 7.770244741493742779e+00
7.796360130405228794e-01 7.770425062384448189e+00
7.850456200204509738e-01 7.770682648034304307e+00
7.904927622696420464e-01 7.770894491330131437e+00
7.959777002314986083e-01 7.770819187371833081e+00
8.015006961565405152e-01 7.770813843891963835e+00
8.070620141149499327e-01 7.770880785970476268e+00
8.126619200091945716e-01 7.771018723007539819e+00
8.183006815867389649e-01 7.771226773902492724e+00
8.239785684528520004e-01 7.771507338361396400e+00
8.296958520834906148e-01 7.771520308180423164e+00
8.354528058382862943e-01 7.771482379009770902e+00
8.412497049736118448e-01 7.771511619089249479e+00
8.470868266557401993e-01 7.771608962247051444e+00
8.529644499741024788e-01 7.771773287410264075e+00
8.588828559546249908e-01 7.772006053994447328e+00
8.648423275731718096e-01 7.772208433808014405e+00
8.708431497690723999e-01 7.772138121666433364e+00
8.768856094587426098e-01 7.772132277156041269e+00
8.829699955494091368e-01 7.772192157264860235e+00
8.890965989529158175e-01 7.772316142230538460e+00
8.952657125996400511e-01 7.772505240818053274e+00
9.014776314524917122e-01 7.772759048137969806e+00
9.077326525210223096e-01 7.772780393426291567e+00
9.140310748756231840e-01 7.772743366963468681e+00
9.203731996618220723e-01 7.772768440775956300e+00
9.267593301146883622e-01 7.772855232607024156e+00
9.331897715733238341e-01 7.773004446068958018e+00
9.396648314954690884e-01 7.773215519450017652e+00
9.461848194722002336e-01 7.773408973410806944e+00
9.527500472427290479e-01 7.773343000024688365e+00
9.593608287093147169e-01 7.773336674068930918e+00
9.660174799522646127e-01 7.773389390543101740e+00
9.727203192450537550e-01 7.773501543897155308e+00
9.794696670695395291e-01 7.773672867566605582e+00
9.862658461312820979e-01 7.773903665299414456e+00
9.931091813749800545e-01 7.773930858894346763e+00
1.000000000000000000e+00 7.773895582226709067e+00
