Time_of_Flight_(µs),Corrected_Flux,Corrected_Flux_Uncertainty
1.535000000000000000e+03,1.312700000000000000e+04,1.145731207570079278e+02
1.537000000000000000e+03,1.301100000000000000e+04,1.140657705010580685e+02
1.539000000000000000e+03,1.322400000000000000e+04,1.149956520917203306e+02
1.541000000000000000e+03,1.295100000000000000e+04,1.138024604303445813e+02
1.542999999999999773e+03,1.317700000000000000e+04,1.147911146387214103e+02
1.545000000000000000e+03,1.304200000000000000e+04,1.142015761712591484e+02
1.547000000000000000e+03,1.321600000000000000e+04,1.149608629056001519e+02
1.549000000000000000e+03,1.314100000000000000e+04,1.146342008302926843e+02
1.551000000000000000e+03,1.311600000000000000e+04,1.145251064177627995e+02
1.553000000000000000e+03,1.306700000000000000e+04,1.143109793501917011e+02
1.555000000000000000e+03,1.292000000000000000e+04,1.136661779070618650e+02
1.557000000000000000e+03,1.313400000000000000e+04,1.146036648628651164e+02
1.559000000000000000e+03,1.306400000000000000e+04,1.142978564978366194e+02
1.561000000000000000e+03,1.322000000000000000e+04,1.149782588144389592e+02
1.563000000000000000e+03,1.310200000000000000e+04,1.144639681297139759e+02
1.565000000000000000e+03,1.306300000000000000e+04,1.142934818788889970e+02
1.567000000000000000e+03,1.287700000000000000e+04,1.134768698898587900e+02
1.569000000000000000e+03,1.306600000000000000e+04,1.143066052334688720e+02
1.571000000000000000e+03,1.312400000000000000e+04,1.145600279329573823e+02
1.573000000000000000e+03,1.311500000000000000e+04,1.145207404796183255e+02
1.575000000000000000e+03,1.312400000000000000e+04,1.145600279329573823e+02
1.577000000000000000e+03,1.324300000000000000e+04,1.150782342582642741e+02
1.579000000000000000e+03,1.307200000000000000e+04,1.143328474236514012e+02
1.581000000000000000e+03,1.309600000000000000e+04,1.144377560073589848e+02
1.583000000000000000e+03,1.315500000000000000e+04,1.146952483758595918e+02
1.585000000000000000e+03,1.309300000000000000e+04,1.144246476944535971e+02
1.587000000000000000e+03,1.304300000000000000e+04,1.142059543106224737e+02
1.589000000000000000e+03,1.315100000000000000e+04,1.146778095361078158e+02
1.591000000000000000e+03,1.299800000000000000e+04,1.140087715923655196e+02
1.593000000000000000e+03,1.302300000000000000e+04,1.141183596096616384e+02
1.595000000000000000e+03,1.317100000000000000e+04,1.147649772360891802e+02
1.597000000000000000e+03,1.319100000000000000e+04,1.148520787796205695e+02
1.599000000000000000e+03,1.330100000000000000e+04,1.153299614150637353e+02
1.601000000000000000e+03,1.289800000000000000e+04,1.135693620656566054e+02
1.603000000000000000e+03,1.278000000000000000e+04,1.130486620885003504e+02
1.605000000000000000e+03,1.320300000000000000e+04,1.149043080132341856e+02
1.607000000000000000e+03,1.297700000000000000e+04,1.139166361862917256e+02
1.609000000000000000e+03,1.313400000000000000e+04,1.146036648628651164e+02
1.611000000000000000e+03,1.307300000000000000e+04,1.143372205364466936e+02
1.613000000000000000e+03,1.283600000000000000e+04,1.132960723061478348e+02
1.615000000000000000e+03,1.306100000000000000e+04,1.142847321386361727e+02
1.617000000000000000e+03,1.303500000000000000e+04,1.141709244948124251e+02
1.619000000000000000e+03,1.299200000000000000e+04,1.139824547902007907e+02
1.621000000000000000e+03,1.307600000000000000e+04,1.143503388713816094e+02
1.622999999999999773e+03,1.310100000000000000e+04,1.144595998595141282e+02
1.625000000000000000e+03,1.298900000000000000e+04,1.139692941103003250e+02
1.627000000000000000e+03,1.317500000000000000e+04,1.147824028324903338e+02
1.629000000000000000e+03,1.306900000000000000e+04,1.143197270815489901e+02
1.631000000000000000e+03,1.289200000000000000e+04,1.135429434178986412e+02
1.633000000000000000e+03,1.297400000000000000e+04,1.139034679015530855e+02
1.635000000000000000e+03,1.289400000000000000e+04,1.135517503167611721e+02
1.637000000000000000e+03,1.287600000000000000e+04,1.134724636200335226e+02
1.639000000000000000e+03,1.305400000000000000e+04,1.142541027709721675e+02
1.640999999999999773e+03,1.283800000000000000e+04,1.133048983936696459e+02
1.643000000000000000e+03,1.287500000000000000e+04,1.134680571791013790e+02
1.645000000000000000e+03,1.306900000000000000e+04,1.143197270815489901e+02
1.647000000000000000e+03,1.291100000000000000e+04,1.136265813971367606e+02
1.649000000000000000e+03,1.317100000000000000e+04,1.147649772360891802e+02
1.651000000000000000e+03,1.287000000000000000e+04,1.134460224071335688e+02
1.653000000000000000e+03,1.299000000000000000e+04,1.139736811724524159e+02
1.655000000000000000e+03,1.315600000000000000e+04,1.146996076715167874e+02
1.657000000000000000e+03,1.308000000000000000e+04,1.143678276439659385e+02
1.658999999999999773e+03,1.295300000000000000e+04,1.138112472473621892e+02
1.661000000000000000e+03,1.282100000000000000e+04,1.132298547203863563e+02
1.663000000000000000e+03,1.296300000000000000e+04,1.138551711605578021e+02
1.665000000000000000e+03,1.285600000000000000e+04,1.133843022644668963e+02
1.667000000000000000e+03,1.300700000000000000e+04,1.140482354094092443e+02
1.669000000000000000e+03,1.286900000000000000e+04,1.134416149391399813e+02
1.671000000000000000e+03,1.283800000000000000e+04,1.133048983936696459e+02
1.673000000000000000e+03,1.294900000000000000e+04,1.137936729348348308e+02
1.675000000000000000e+03,1.292400000000000000e+04,1.136837719289778761e+02
1.677000000000000000e+03,1.296600000000000000e+04,1.138683450305652514e+02
1.679000000000000000e+03,1.301900000000000000e+04,1.141008325999428052e+02
1.681000000000000000e+03,1.290900000000000000e+04,1.136177802986840106e+02
1.683000000000000000e+03,1.305000000000000000e+04,1.142365965879580472e+02
1.685000000000000000e+03,1.301200000000000000e+04,1.140701538527937373e+02
1.687000000000000000e+03,1.287000000000000000e+04,1.134460224071335688e+02
1.689000000000000000e+03,1.291800000000000000e+04,1.136573798747795081e+02
1.691000000000000000e+03,1.287600000000000000e+04,1.134724636200335226e+02
1.693000000000000000e+03,1.284600000000000000e+04,1.133401958706617734e+02
1.695000000000000000e+03,1.275400000000000000e+04,1.129336088150903379e+02
1.697000000000000000e+03,1.276500000000000000e+04,1.129822994986388949e+02
1.699000000000000000e+03,1.282700000000000000e+04,1.132563464005434071e+02
1.701000000000000000e+03,1.290600000000000000e+04,1.136045773725691106e+02
1.703000000000000000e+03,1.290700000000000000e+04,1.136089785184249195e+02
1.705000000000000000e+03,1.265400000000000000e+04,1.124899995555151690e+02
1.707000000000000000e+03,1.280400000000000000e+04,1.131547612785252568e+02
1.709000000000000000e+03,1.288700000000000000e+04,1.135209231815879320e+02
1.711000000000000000e+03,1.283800000000000000e+04,1.133048983936696459e+02
1.713000000000000000e+03,1.279300000000000000e+04,1.131061448374930478e+02
1.715000000000000000e+03,1.288700000000000000e+04,1.135209231815879320e+02
1.717000000000000000e+03,1.282900000000000000e+04,1.132651755836723169e+02
1.719000000000000000e+03,1.305200000000000000e+04,1.142453500147821615e+02
1.720999999999999773e+03,1.290800000000000000e+04,1.136133794937904895e+02
1.723000000000000000e+03,1.299200000000000000e+04,1.139824547902007907e+02
1.725000000000000000e+03,1.298900000000000000e+04,1.139692941103003250e+02
1.727000000000000000e+03,1.301100000000000000e+04,1.140657705010580685e+02
1.729000000000000000e+03,1.274700000000000000e+04,1.129026129015619517e+02
1.731000000000000000e+03,1.285700000000000000e+04,1.133887119602295570e+02
1.733000000000000000e+03,1.272400000000000000e+04,1.128007092176285369e+02
1.735000000000000000e+03,1.304800000000000000e+04,1.142278424903488485e+02
1.737000000000000000e+03,1.260800000000000000e+04,1.122853507809450093e+02
1.738999999999999773e+03,1.271100000000000000e+04,1.127430707405110297e+02
1.741000000000000000e+03,1.259400000000000000e+04,1.122229922965871083e+02
1.743000000000000000e+03,1.308300000000000000e+04,1.143809424685769045e+02
1.745000000000000000e+03,1.291700000000000000e+04,1.136529806032376655e+02
1.747000000000000000e+03,1.278300000000000000e+04,1.130619299322279403e+02
1.749000000000000000e+03,1.293000000000000000e+04,1.137101578575984604e+02
1.751000000000000000e+03,1.274900000000000000e+04,1.129114697451059328e+02
1.753000000000000000e+03,1.267300000000000000e+04,1.125744198297288676e+02
1.755000000000000000e+03,1.276100000000000000e+04,1.129645962237718777e+02
1.756999999999999773e+03,1.278100000000000000e+04,1.130530848760881781e+02
1.759000000000000000e+03,1.279000000000000000e+04,1.130928821809757210e+02
1.761000000000000000e+03,1.260300000000000000e+04,1.122630838699878950e+02
1.763000000000000000e+03,1.281400000000000000e+04,1.131989399243648222e+02
1.765000000000000000e+03,1.241200000000000000e+04,1.114091558176442049e+02
1.767000000000000000e+03,1.282600000000000000e+04,1.132519315508561704e+02
1.769000000000000000e+03,1.244700000000000000e+04,1.115661238907214283e+02
1.771000000000000000e+03,1.277900000000000000e+04,1.130442391278738796e+02
1.773000000000000000e+03,1.291100000000000000e+04,1.136265813971367606e+02
1.774999999999999773e+03,1.287700000000000000e+04,1.134768698898587900e+02
1.777000000000000000e+03,1.262000000000000000e+04,1.123387733598683553e+02
1.779000000000000000e+03,1.282000000000000000e+04,1.132254388377459691e+02
1.781000000000000000e+03,1.293900000000000000e+04,1.137497252743942227e+02
1.783000000000000000e+03,1.280500000000000000e+04,1.131591799192628969e+02
1.785000000000000000e+03,1.272500000000000000e+04,1.128051417267852230e+02
1.787000000000000000e+03,1.277800000000000000e+04,1.130398159941887570e+02
1.789000000000000000e+03,1.274300000000000000e+04,1.128848971297757089e+02
1.791000000000000000e+03,1.264700000000000000e+04,1.124588813744830986e+02
1.793000000000000000e+03,1.274300000000000000e+04,1.128848971297757089e+02
1.795000000000000000e+03,1.276600000000000000e+04,1.129867248839436797e+02
1.797000000000000000e+03,1.287200000000000000e+04,1.134548368294617831e+02
1.799000000000000000e+03,1.291500000000000000e+04,1.136441815492544265e+02
1.801000000000000000e+03,1.287100000000000000e+04,1.134504297039020457e+02
1.803000000000000000e+03,1.285100000000000000e+04,1.133622512126494257e+02
1.805000000000000000e+03,1.299200000000000000e+04,1.139824547902007907e+02
1.807000000000000000e+03,1.295900000000000000e+04,1.138376036290301272e+02
1.809000000000000000e+03,1.268900000000000000e+04,1.126454615153234045e+02
1.811000000000000000e+03,1.275100000000000000e+04,1.129203258939687657e+02
1.813000000000000000e+03,1.292600000000000000e+04,1.136925679189280345e+02
1.815000000000000000e+03,1.267100000000000000e+04,1.125655364665399247e+02
1.817000000000000000e+03,1.275700000000000000e+04,1.129468901740983711e+02
1.818999999999999773e+03,1.274200000000000000e+04,1.128804677523967257e+02
1.821000000000000000e+03,1.294600000000000000e+04,1.137804904190525122e+02
1.823000000000000000e+03,1.273000000000000000e+04,1.128273016605471639e+02
1.825000000000000000e+03,1.281600000000000000e+04,1.132077735846796713e+02
1.827000000000000000e+03,1.284400000000000000e+04,1.133313725320567755e+02
1.829000000000000000e+03,1.273500000000000000e+04,1.128494572428244282e+02
1.831000000000000000e+03,1.275600000000000000e+04,1.129424632279642537e+02
1.833000000000000000e+03,1.272600000000000000e+04,1.128095740617791307e+02
1.835000000000000000e+03,1.287300000000000000e+04,1.134592437838364276e+02
1.836999999999999773e+03,1.283500000000000000e+04,1.132916590045351768e+02
1.839000000000000000e+03,1.262600000000000000e+04,1.123654751247013337e+02
1.841000000000000000e+03,1.283100000000000000e+04,1.132740040786065947e+02
1.843000000000000000e+03,1.276400000000000000e+04,1.129778739399880578e+02
1.845000000000000000e+03,1.289000000000000000e+04,1.135341358358800790e+02
1.847000000000000000e+03,1.276700000000000000e+04,1.129911500959260593e+02
1.849000000000000000e+03,1.267600000000000000e+04,1.125877435602997139e+02
1.851000000000000000e+03,1.272000000000000000e+04,1.127829774389738304e+02
1.853000000000000000e+03,1.282600000000000000e+04,1.132519315508561704e+02
1.854999999999999773e+03,1.271700000000000000e+04,1.127696767752750020e+02
1.857000000000000000e+03,1.276300000000000000e+04,1.129734482079747977e+02
1.859000000000000000e+03,1.283900000000000000e+04,1.133093111796206358e+02
1.861000000000000000e+03,1.262900000000000000e+04,1.123788236279415287e+02
1.863000000000000000e+03,1.262000000000000000e+04,1.123387733598683553e+02
1.865000000000000000e+03,1.274100000000000000e+04,1.128760382012060290e+02
1.867000000000000000e+03,1.275600000000000000e+04,1.129424632279642537e+02
1.869000000000000000e+03,1.286300000000000000e+04,1.134151665342869819e+02
1.871000000000000000e+03,1.276900000000000000e+04,1.130000000000000000e+02
1.872999999999999773e+03,1.265000000000000000e+04,1.124722187920197030e+02
1.875000000000000000e+03,1.264300000000000000e+04,1.124410956901429017e+02
1.877000000000000000e+03,1.252000000000000000e+04,1.118928058455949213e+02
1.879000000000000000e+03,1.269000000000000000e+04,1.126499001331121690e+02
1.881000000000000000e+03,1.260200000000000000e+04,1.122586299577906175e+02
1.883000000000000000e+03,1.275200000000000000e+04,1.129247537079445465e+02
1.885000000000000000e+03,1.281800000000000000e+04,1.132166065557521506e+02
1.887000000000000000e+03,1.278500000000000000e+04,1.130707742964550562e+02
1.889000000000000000e+03,1.290400000000000000e+04,1.135957745693031029e+02
1.890999999999999773e+03,1.256300000000000000e+04,1.120847893337904679e+02
1.893000000000000000e+03,1.277000000000000000e+04,1.130044246921333979e+02
1.895000000000000000e+03,1.279000000000000000e+04,1.130928821809757210e+02
1.897000000000000000e+03,1.295900000000000000e+04,1.138376036290301272e+02
1.898999999999999773e+03,1.283500000000000000e+04,1.132916590045351768e+02
1.901000000000000000e+03,1.283500000000000000e+04,1.132916590045351768e+02
1.903000000000000000e+03,1.288600000000000000e+04,1.135165186217400333e+02
1.905000000000000000e+03,1.261500000000000000e+04,1.123165170400152419e+02
1.907000000000000000e+03,1.282600000000000000e+04,1.132519315508561704e+02
1.909000000000000000e+03,1.249700000000000000e+04,1.117899816620429192e+02
1.911000000000000000e+03,1.251300000000000000e+04,1.118615215344398166e+02
1.913000000000000000e+03,1.265100000000000000e+04,1.124766642464110191e+02
1.915000000000000000e+03,1.265100000000000000e+04,1.124766642464110191e+02
1.916999999999999773e+03,1.276400000000000000e+04,1.129778739399880578e+02
1.919000000000000000e+03,1.269200000000000000e+04,1.126587768440604123e+02
1.921000000000000000e+03,1.271800000000000000e+04,1.127741105041404808e+02
1.923000000000000000e+03,1.274600000000000000e+04,1.128981842192333716e+02
1.925000000000000000e+03,1.261700000000000000e+04,1.123254200971441605e+02
1.927000000000000000e+03,1.259800000000000000e+04,1.122408125416059193e+02
1.929000000000000000e+03,1.255700000000000000e+04,1.120580206857139274e+02
1.931000000000000000e+03,1.255000000000000000e+04,1.120267825120408816e+02
1.933000000000000000e+03,1.260200000000000000e+04,1.122586299577906175e+02
1.934999999999999773e+03,1.279300000000000000e+04,1.131061448374930478e+02
1.937000000000000000e+03,1.272600000000000000e+04,1.128095740617791307e+02
1.939000000000000000e+03,1.259000000000000000e+04,1.122051692213863134e+02
1.941000000000000000e+03,1.259100000000000000e+04,1.122096252555911633e+02
1.943000000000000000e+03,1.264200000000000000e+04,1.124366488294635928e+02
1.945000000000000000e+03,1.273000000000000000e+04,1.128273016605471639e+02
1.947000000000000227e+03,1.260400000000000000e+04,1.122675376054903609e+02
1.949000000000000000e+03,1.277500000000000000e+04,1.130265455545722943e+02
1.950999999999999773e+03,1.266000000000000000e+04,1.125166654322820250e+02
1.953000000000000000e+03,1.261900000000000000e+04,1.123343224486616236e+02
1.954999999999999773e+03,1.257800000000000000e+04,1.121516830011933052e+02
1.956999999999999545e+03,1.281900000000000000e+04,1.132210227828745701e+02
1.958999999999999773e+03,1.274100000000000000e+04,1.128760382012060290e+02
1.960999999999999545e+03,1.268900000000000000e+04,1.126454615153234045e+02
1.963000000000000000e+03,1.271400000000000000e+04,1.127563745426396054e+02
1.964999999999999773e+03,1.253000000000000000e+04,1.119374825516460987e+02
1.966999999999999545e+03,1.275800000000000000e+04,1.129513169467263651e+02
1.968999999999999773e+03,1.271400000000000000e+04,1.127563745426396054e+02
1.970999999999999773e+03,1.290800000000000000e+04,1.136133794937904895e+02
1.973000000000000000e+03,1.281400000000000000e+04,1.131989399243648222e+02
1.974999999999999773e+03,1.279600000000000000e+04,1.131194059390345501e+02
1.976999999999999545e+03,1.278900000000000000e+04,1.130884609498243663e+02
1.978999999999999773e+03,1.271200000000000000e+04,1.127475055156428425e+02
1.980999999999999773e+03,1.277900000000000000e+04,1.130442391278738796e+02
1.983000000000000000e+03,1.275800000000000000e+04,1.129513169467263651e+02
1.984999999999999773e+03,1.275700000000000000e+04,1.129468901740983711e+02
1.986999999999999545e+03,1.270300000000000000e+04,1.127075862575366045e+02
1.988999999999999773e+03,1.279200000000000000e+04,1.131017241247900529e+02
1.990999999999999773e+03,1.266200000000000000e+04,1.125255526536075195e+02
1.992999999999999545e+03,1.270000000000000000e+04,1.126942766958472930e+02
1.994999999999999773e+03,1.261300000000000000e+04,1.123076132771057019e+02
1.996999999999999545e+03,1.280100000000000000e+04,1.131415043209162832e+02
1.999000000000000000e+03,1.253500000000000000e+04,1.119598142192098749e+02
2.000999999999999773e+03,1.290100000000000000e+04,1.135825690852252592e+02
2.002999999999999545e+03,1.271200000000000000e+04,1.127475055156428425e+02
2.004999999999999773e+03,1.288500000000000000e+04,1.135121138909853471e+02
2.006999999999999773e+03,1.298700000000000000e+04,1.139605194793348346e+02
2.009000000000000000e+03,1.280400000000000000e+04,1.131547612785252568e+02
2.010999999999999773e+03,1.271700000000000000e+04,1.127696767752750020e+02
2.012999999999999545e+03,1.274700000000000000e+04,1.129026129015619517e+02
2.014999999999999773e+03,1.279000000000000000e+04,1.130928821809757210e+02
2.016999999999999773e+03,1.266700000000000000e+04,1.125477676366790547e+02
2.019000000000000000e+03,1.268000000000000000e+04,1.126055060820744984e+02
2.020999999999999773e+03,1.271100000000000000e+04,1.127430707405110297e+02
2.022999999999999545e+03,1.281200000000000000e+04,1.131901055746475322e+02
2.025000000000000000e+03,1.288400000000000000e+04,1.135077089893020457e+02
2.026999999999999773e+03,1.298700000000000000e+04,1.139605194793348346e+02
2.028999999999999545e+03,1.293400000000000000e+04,1.137277450756846520e+02
2.030999999999999773e+03,1.290700000000000000e+04,1.136089785184249195e+02
2.032999999999999545e+03,1.295600000000000000e+04,1.138244262010575767e+02
2.035000000000000000e+03,1.273000000000000000e+04,1.128273016605471639e+02
2.036999999999999773e+03,1.260500000000000000e+04,1.122719911643143860e+02
2.038999999999999545e+03,1.268800000000000000e+04,1.126410227226297138e+02
2.040999999999999773e+03,1.271200000000000000e+04,1.127475055156428425e+02
2.042999999999999773e+03,1.275400000000000000e+04,1.129336088150903379e+02
2.045000000000000000e+03,1.276300000000000000e+04,1.129734482079747977e+02
2.046999999999999773e+03,1.291100000000000000e+04,1.136265813971367606e+02
2.048999999999999545e+03,1.288600000000000000e+04,1.135165186217400333e+02
2.051000000000000000e+03,1.259900000000000000e+04,1.122452671608025412e+02
2.052999999999999545e+03,1.259000000000000000e+04,1.122051692213863134e+02
2.054999999999999545e+03,1.262700000000000000e+04,1.123699248019674997e+02
2.057000000000000000e+03,1.277900000000000000e+04,1.130442391278738796e+02
2.058999999999999545e+03,1.259600000000000000e+04,1.122319027727862704e+02
2.061000000000000000e+03,1.287800000000000000e+04,1.134812759885971900e+02
2.062999999999999545e+03,1.285300000000000000e+04,1.133710721480565553e+02
2.064999999999999545e+03,1.297400000000000000e+04,1.139034679015530855e+02
2.067000000000000000e+03,1.280500000000000000e+04,1.131591799192628969e+02
2.068999999999999545e+03,1.285700000000000000e+04,1.133887119602295570e+02
2.071000000000000000e+03,1.264400000000000000e+04,1.124455423749641341e+02
2.072999999999999545e+03,1.268200000000000000e+04,1.126143862923381676e+02
2.074999999999999545e+03,1.275500000000000000e+04,1.129380361083021853e+02
2.077000000000000000e+03,1.284200000000000000e+04,1.133225485064649547e+02
2.078999999999999545e+03,1.266400000000000000e+04,1.125344391730814095e+02
2.081000000000000000e+03,1.276900000000000000e+04,1.130000000000000000e+02
2.083000000000000000e+03,1.264700000000000000e+04,1.124588813744830986e+02
2.084999999999999545e+03,1.270100000000000000e+04,1.126987133910588454e+02
2.087000000000000000e+03,1.279000000000000000e+04,1.130928821809757210e+02
2.088999999999999545e+03,1.261400000000000000e+04,1.123120652467932814e+02
2.090999999999999545e+03,1.260800000000000000e+04,1.122853507809450093e+02
2.093000000000000000e+03,1.262800000000000000e+04,1.123743743030408950e+02
2.094999999999999545e+03,1.295100000000000000e+04,1.138024604303445813e+02
2.097000000000000000e+03,1.285600000000000000e+04,1.133843022644668963e+02
2.098999999999999545e+03,1.291900000000000000e+04,1.136617789760475716e+02
2.100999999999999545e+03,1.280600000000000000e+04,1.131635983874675730e+02
2.103000000000000000e+03,1.266000000000000000e+04,1.125166654322820250e+02
2.104999999999999545e+03,1.233800000000000000e+04,1.110765501804944506e+02
2.107000000000000000e+03,1.264400000000000000e+04,1.124455423749641341e+02
2.108999999999999545e+03,1.275300000000000000e+04,1.129291813483123406e+02
2.110999999999999545e+03,1.273500000000000000e+04,1.128494572428244282e+02
2.113000000000000000e+03,1.255300000000000000e+04,1.120401713672381447e+02
2.114999999999999545e+03,1.255400000000000000e+04,1.120446339634345350e+02
2.117000000000000000e+03,1.271000000000000000e+04,1.127386357909308572e+02
2.119000000000000000e+03,1.254100000000000000e+04,1.119866063420085993e+02
2.120999999999999545e+03,1.277700000000000000e+04,1.130353926874231547e+02
2.123000000000000000e+03,1.262200000000000000e+04,1.123476746532833204e+02
2.124999999999999545e+03,1.259300000000000000e+04,1.122185367931706423e+02
2.126999999999999545e+03,1.256600000000000000e+04,1.120981712607299414e+02
2.129000000000000000e+03,1.264800000000000000e+04,1.124633273560757516e+02
2.130999999999999545e+03,1.281100000000000000e+04,1.131856881412131770e+02
2.133000000000000000e+03,1.263000000000000000e+04,1.123832727766912285e+02
2.134999999999999545e+03,1.290600000000000000e+04,1.136045773725691106e+02
2.136999999999999545e+03,1.261300000000000000e+04,1.123076132771057019e+02
2.139000000000000000e+03,1.257100000000000000e+04,1.121204709230205481e+02
2.140999999999999545e+03,1.255100000000000000e+04,1.120312456415613269e+02
2.143000000000000000e+03,1.265200000000000000e+04,1.124811095251116058e+02
2.144999999999999545e+03,1.249500000000000000e+04,1.117810359586983395e+02
2.146999999999999545e+03,1.246400000000000000e+04,1.116422858956229902e+02
2.149000000000000000e+03,1.257800000000000000e+04,1.121516830011933052e+02
2.150999999999999545e+03,1.274900000000000000e+04,1.129114697451059328e+02
2.152999999999999545e+03,1.260400000000000000e+04,1.122675376054903609e+02
2.155000000000000000e+03,1.247900000000000000e+04,1.117094445425282174e+02
2.156999999999999545e+03,1.279100000000000000e+04,1.130973032392903406e+02
2.159000000000000000e+03,1.292500000000000000e+04,1.136881700090198137e+02
2.160999999999999545e+03,1.257500000000000000e+04,1.121383074600289547e+02
2.162999999999999545e+03,1.275100000000000000e+04,1.129203258939687657e+02
2.165000000000000000e+03,1.271000000000000000e+04,1.127386357909308572e+02
2.166999999999999545e+03,1.264800000000000000e+04,1.124633273560757516e+02
2.169000000000000000e+03,1.261600000000000000e+04,1.123209686567915924e+02
2.170999999999999545e+03,1.265600000000000000e+04,1.124988888834013778e+02
2.172999999999999545e+03,1.272300000000000000e+04,1.127962765342890634e+02
2.175000000000000000e+03,1.264300000000000000e+04,1.124410956901429017e+02
2.176999999999999545e+03,1.246800000000000000e+04,1.116601988176626037e+02
2.179000000000000000e+03,1.251900000000000000e+04,1.118883371938281925e+02
2.181000000000000000e+03,1.256900000000000000e+04,1.121115515903693449e+02
2.182999999999999545e+03,1.275800000000000000e+04,1.129513169467263651e+02
2.185000000000000000e+03,1.273100000000000000e+04,1.128317331250382267e+02
2.186999999999999545e+03,1.254000000000000000e+04,1.119821414333546272e+02
2.188999999999999545e+03,1.255800000000000000e+04,1.120624825711092853e+02
2.191000000000000000e+03,1.269000000000000000e+04,1.126499001331121690e+02
2.192999999999999545e+03,1.261100000000000000e+04,1.122987088082500122e+02
2.195000000000000000e+03,1.253200000000000000e+04,1.119464157532529498e+02
2.196999999999999545e+03,1.273200000000000000e+04,1.128361644154920214e+02
2.198999999999999545e+03,1.266000000000000000e+04,1.125166654322820250e+02
2.201000000000000000e+03,1.262000000000000000e+04,1.123387733598683553e+02
2.202999999999999545e+03,1.268900000000000000e+04,1.126454615153234045e+02
2.205000000000000000e+03,1.258100000000000000e+04,1.121650569473404175e+02
2.206999999999999545e+03,1.268900000000000000e+04,1.126454615153234045e+02
2.208999999999999545e+03,1.263700000000000000e+04,1.124144118874446576e+02
2.211000000000000000e+03,1.263100000000000000e+04,1.123877217493081844e+02
2.212999999999999545e+03,1.266300000000000000e+04,1.125299960010670475e+02
2.215000000000000000e+03,1.279600000000000000e+04,1.131194059390345501e+02
2.217000000000000000e+03,1.270900000000000000e+04,1.127342006668786780e+02
2.218999999999999545e+03,1.262400000000000000e+04,1.123565752415051975e+02
2.221000000000000000e+03,1.284900000000000000e+04,1.133534295908157219e+02
2.222999999999999545e+03,1.252300000000000000e+04,1.119062107302361255e+02
2.224999999999999545e+03,1.257900000000000000e+04,1.121561411604379828e+02
2.227000000000000000e+03,1.261700000000000000e+04,1.123254200971441605e+02
2.228999999999999545e+03,1.254400000000000000e+04,1.120000000000000000e+02
2.231000000000000000e+03,1.271100000000000000e+04,1.127430707405110297e+02
2.232999999999999545e+03,1.256600000000000000e+04,1.120981712607299414e+02
2.234999999999999545e+03,1.244400000000000000e+04,1.115526781390744873e+02
2.237000000000000000e+03,1.261700000000000000e+04,1.123254200971441605e+02
2.238999999999999545e+03,1.271100000000000000e+04,1.127430707405110297e+02
2.241000000000000000e+03,1.255100000000000000e+04,1.120312456415613269e+02
2.242999999999999545e+03,1.269500000000000000e+04,1.126720905992242479e+02
2.244999999999999545e+03,1.245100000000000000e+04,1.115840490392783977e+02
2.247000000000000000e+03,1.269900000000000000e+04,1.126898398259581882e+02
2.248999999999999545e+03,1.262800000000000000e+04,1.123743743030408950e+02
2.250999999999999545e+03,1.265800000000000000e+04,1.125077775089357601e+02
2.253000000000000000e+03,1.263600000000000000e+04,1.124099639711712371e+02
2.254999999999999545e+03,1.294600000000000000e+04,1.137804904190525122e+02
2.257000000000000000e+03,1.246700000000000000e+04,1.116557208565682231e+02
2.258999999999999545e+03,1.266700000000000000e+04,1.125477676366790547e+02
2.260999999999999545e+03,1.266300000000000000e+04,1.125299960010670475e+02
2.263000000000000000e+03,1.260200000000000000e+04,1.122586299577906175e+02
2.264999999999999545e+03,1.257500000000000000e+04,1.121383074600289547e+02
2.267000000000000000e+03,1.239600000000000000e+04,1.113373252777346352e+02
2.268999999999999545e+03,1.274300000000000000e+04,1.128848971297757089e+02
2.270999999999999545e+03,1.263800000000000000e+04,1.124188596277326724e+02
2.273000000000000000e+03,1.255200000000000000e+04,1.120357085932864720e+02
2.274999999999999545e+03,1.265500000000000000e+04,1.124944443072636204e+02
2.277000000000000000e+03,1.274200000000000000e+04,1.128804677523967257e+02
2.279000000000000000e+03,1.262500000000000000e+04,1.123610252712205693e+02
2.280999999999999545e+03,1.268800000000000000e+04,1.126410227226297138e+02
2.283000000000000000e+03,1.250700000000000000e+04,1.118346994452076615e+02
2.284999999999999545e+03,1.277300000000000000e+04,1.130176977291612275e+02
2.286999999999999545e+03,1.258100000000000000e+04,1.121650569473404175e+02
2.289000000000000000e+03,1.272600000000000000e+04,1.128095740617791307e+02
2.290999999999999545e+03,1.247400000000000000e+04,1.116870628139186010e+02
2.293000000000000000e+03,1.241800000000000000e+04,1.114360803330764611e+02
2.294999999999999545e+03,1.250700000000000000e+04,1.118346994452076615e+02
2.296999999999999545e+03,1.257900000000000000e+04,1.121561411604379828e+02
2.299000000000000000e+03,1.270800000000000000e+04,1.127297653683363023e+02
2.300999999999999545e+03,1.279500000000000000e+04,1.131149857445961970e+02
2.303000000000000000e+03,1.272500000000000000e+04,1.128051417267852230e+02
2.304999999999999545e+03,1.272300000000000000e+04,1.127962765342890634e+02
2.306999999999999545e+03,1.256200000000000000e+04,1.120803283364220988e+02
