Time_of_Flight_(µs),Corrected_Flux,Corrected_Flux_Uncertainty
7.610000000000000000e+02,2.046600000000000000e+04,1.430594282107958861e+02
7.629999999999998863e+02,2.074900000000000000e+04,1.440451318163868564e+02
7.650000000000000000e+02,2.052700000000000000e+04,1.432724676970428845e+02
7.669999999999998863e+02,2.043400000000000000e+04,1.429475428260302579e+02
7.689999999999998863e+02,2.041300000000000000e+04,1.428740704256706522e+02
7.709999999999998863e+02,2.016700000000000000e+04,1.420105629874051374e+02
7.729999999999998863e+02,2.057900000000000000e+04,1.434538253236896708e+02
7.749999999999998863e+02,2.046200000000000000e+04,1.430454473235695332e+02
7.769999999999998863e+02,2.029500000000000000e+04,1.424605208470056823e+02
7.790000000000000000e+02,2.031100000000000000e+04,1.425166656921210233e+02
7.809999999999998863e+02,2.015800000000000000e+04,1.419788716675830074e+02
7.830000000000000000e+02,1.995800000000000000e+04,1.412727857727732044e+02
7.849999999999998863e+02,2.001500000000000000e+04,1.414743793059351447e+02
7.869999999999998863e+02,1.989200000000000000e+04,1.410390016981109511e+02
7.889999999999998863e+02,1.992400000000000000e+04,1.411523999087512493e+02
7.909999999999998863e+02,2.010500000000000000e+04,1.417921013314917218e+02
7.929999999999998863e+02,1.996100000000000000e+04,1.412834031300226343e+02
7.949999999999998863e+02,1.968000000000000000e+04,1.402854233340003702e+02
7.970000000000000000e+02,1.960400000000000000e+04,1.400142849854964879e+02
7.989999999999998863e+02,1.965200000000000000e+04,1.401855912710016128e+02
8.010000000000000000e+02,1.940700000000000000e+04,1.393090090410514676e+02
8.029999999999998863e+02,1.935900000000000000e+04,1.391366235036621219e+02
8.049999999999998863e+02,1.945600000000000000e+04,1.394847661933017662e+02
8.069999999999998863e+02,1.948300000000000000e+04,1.395815174011222553e+02
8.089999999999998863e+02,1.947600000000000000e+04,1.395564401953561173e+02
8.109999999999998863e+02,1.901200000000000000e+04,1.378840092251448368e+02
8.129999999999998863e+02,1.916400000000000000e+04,1.384340998453772045e+02
8.149999999999998863e+02,1.892300000000000000e+04,1.375608956062715151e+02
8.169999999999998863e+02,1.906200000000000000e+04,1.380652019880471926e+02
8.190000000000000000e+02,1.909700000000000000e+04,1.381918955655492027e+02
8.209999999999998863e+02,1.883600000000000000e+04,1.372443077143834671e+02
8.230000000000000000e+02,1.871300000000000000e+04,1.367954677611814986e+02
8.249999999999998863e+02,1.858500000000000000e+04,1.363268132100201910e+02
8.269999999999998863e+02,1.872800000000000000e+04,1.368502831564474036e+02
8.289999999999998863e+02,1.871500000000000000e+04,1.368027777495772170e+02
8.309999999999998863e+02,1.844900000000000000e+04,1.358270959713117918e+02
8.329999999999998863e+02,1.850000000000000000e+04,1.360147050873529224e+02
8.349999999999998863e+02,1.816300000000000000e+04,1.347701747420396714e+02
8.370000000000000000e+02,1.835900000000000000e+04,1.354953873753656808e+02
8.389999999999998863e+02,1.830600000000000000e+04,1.352996674053574679e+02
8.410000000000000000e+02,1.800500000000000000e+04,1.341827112559585657e+02
8.429999999999998863e+02,1.823500000000000000e+04,1.350370319579051284e+02
8.449999999999998863e+02,1.803400000000000000e+04,1.342907293896350893e+02
8.469999999999998863e+02,1.806600000000000000e+04,1.344098210697411560e+02
8.489999999999998863e+02,1.783500000000000000e+04,1.335477442714764038e+02
8.509999999999998863e+02,1.800400000000000000e+04,1.341789849417546066e+02
8.529999999999998863e+02,1.780100000000000000e+04,1.334203882470756071e+02
8.549999999999998863e+02,1.771800000000000000e+04,1.331089779090798402e+02
8.569999999999998863e+02,1.768500000000000000e+04,1.329849615558086953e+02
8.590000000000000000e+02,1.788800000000000000e+04,1.337460279784027080e+02
8.609999999999998863e+02,1.766500000000000000e+04,1.329097438113531098e+02
8.630000000000000000e+02,1.757700000000000000e+04,1.325782787639072922e+02
8.649999999999998863e+02,1.760000000000000000e+04,1.326649916142159782e+02
8.669999999999998863e+02,1.782400000000000000e+04,1.335065541462281544e+02
8.689999999999998863e+02,1.737000000000000000e+04,1.317952958189343917e+02
8.709999999999998863e+02,1.743600000000000000e+04,1.320454467219533399e+02
8.729999999999998863e+02,1.719900000000000000e+04,1.311449579663676559e+02
8.749999999999998863e+02,1.710700000000000000e+04,1.307937307366082678e+02
8.770000000000000000e+02,1.736700000000000000e+04,1.317839140411306289e+02
8.789999999999998863e+02,1.702200000000000000e+04,1.304683869755426713e+02
8.810000000000000000e+02,1.710400000000000000e+04,1.307822617941747012e+02
8.829999999999998863e+02,1.738200000000000000e+04,1.318408131042888272e+02
8.849999999999998863e+02,1.729400000000000000e+04,1.315066538240571390e+02
8.869999999999998863e+02,1.740700000000000000e+04,1.319355903461982962e+02
8.889999999999998863e+02,1.703600000000000000e+04,1.305220287920783448e+02
8.909999999999998863e+02,1.703200000000000000e+04,1.305067048086020804e+02
8.929999999999998863e+02,1.675800000000000000e+04,1.294526940623472910e+02
8.950000000000000000e+02,1.682300000000000000e+04,1.297035080481618934e+02
8.969999999999998863e+02,1.679900000000000000e+04,1.296109563270001672e+02
8.990000000000000000e+02,1.704700000000000000e+04,1.305641604729244136e+02
9.009999999999998863e+02,1.694400000000000000e+04,1.301691207621843205e+02
9.029999999999998863e+02,1.700000000000000000e+04,1.303840481040533632e+02
9.049999999999998863e+02,1.676400000000000000e+04,1.294758664771143231e+02
9.069999999999998863e+02,1.682600000000000000e+04,1.297150723701743118e+02
9.089999999999998863e+02,1.669600000000000000e+04,1.292130024417056120e+02
9.109999999999998863e+02,1.691600000000000000e+04,1.300615239031139936e+02
9.129999999999998863e+02,1.690000000000000000e+04,1.300000000000000000e+02
9.149999999999998863e+02,1.660600000000000000e+04,1.288642696793795039e+02
9.170000000000000000e+02,1.657100000000000000e+04,1.287283962457404414e+02
9.189999999999998863e+02,1.663400000000000000e+04,1.289728653632228088e+02
9.210000000000000000e+02,1.673900000000000000e+04,1.293792873685742961e+02
9.229999999999998863e+02,1.662200000000000000e+04,1.289263355563925870e+02
9.249999999999998863e+02,1.660100000000000000e+04,1.288448679614375578e+02
9.269999999999998863e+02,1.670100000000000000e+04,1.292323488914444169e+02
9.289999999999998863e+02,1.654600000000000000e+04,1.286312559217221860e+02
9.309999999999998863e+02,1.678800000000000000e+04,1.295685146939649712e+02
9.329999999999998863e+02,1.640800000000000000e+04,1.280937156928475815e+02
9.350000000000000000e+02,1.656700000000000000e+04,1.287128587204861105e+02
9.369999999999998863e+02,1.647700000000000000e+04,1.283627671873737199e+02
9.390000000000000000e+02,1.646800000000000000e+04,1.283277055043072323e+02
9.409999999999998863e+02,1.639300000000000000e+04,1.280351514233489070e+02
9.429999999999998863e+02,1.660200000000000000e+04,1.288487485387413471e+02
9.449999999999998863e+02,1.653500000000000000e+04,1.285884909313426760e+02
9.469999999999998863e+02,1.664600000000000000e+04,1.290193783894501394e+02
9.489999999999998863e+02,1.646100000000000000e+04,1.283004286820578272e+02
9.509999999999998863e+02,1.640800000000000000e+04,1.280937156928475815e+02
9.529999999999998863e+02,1.639200000000000000e+04,1.280312461862340569e+02
9.549999999999998863e+02,1.640600000000000000e+04,1.280859086707050665e+02
9.570000000000000000e+02,1.637200000000000000e+04,1.279531164137870292e+02
9.589999999999998863e+02,1.657000000000000000e+04,1.287245120402476459e+02
9.609999999999998863e+02,1.655900000000000000e+04,1.286817780418023176e+02
9.629999999999998863e+02,1.654400000000000000e+04,1.286234815265088400e+02
9.649999999999998863e+02,1.641700000000000000e+04,1.281288414058290073e+02
9.669999999999998863e+02,1.637500000000000000e+04,1.279648389206968204e+02
9.689999999999998863e+02,1.630800000000000000e+04,1.277027799227571450e+02
9.710000000000000000e+02,1.630500000000000000e+04,1.276910333578671271e+02
9.729999999999997726e+02,1.648600000000000000e+04,1.283978192961230889e+02
9.749999999999998863e+02,1.632700000000000000e+04,1.277771497569110579e+02
9.770000000000000000e+02,1.631600000000000000e+04,1.277340988146861491e+02
9.790000000000000000e+02,1.627300000000000000e+04,1.275656693628807261e+02
9.810000000000001137e+02,1.626600000000000000e+04,1.275382295627468920e+02
9.829999999999998863e+02,1.636500000000000000e+04,1.279257597202376928e+02
9.850000000000000000e+02,1.625000000000000000e+04,1.274754878398198343e+02
9.870000000000000000e+02,1.643100000000000000e+04,1.281834622718552055e+02
9.890000000000001137e+02,1.611600000000000000e+04,1.269488085804659931e+02
9.909999999999998863e+02,1.607800000000000000e+04,1.267990536242286908e+02
9.930000000000000000e+02,1.630500000000000000e+04,1.276910333578671271e+02
9.950000000000000000e+02,1.597000000000000000e+04,1.263724653553927055e+02
9.970000000000000000e+02,1.607100000000000000e+04,1.267714478894995409e+02
9.990000000000001137e+02,1.611200000000000000e+04,1.269330532209787634e+02
1.000999999999999886e+03,1.603200000000000000e+04,1.266175343307550065e+02
1.003000000000000000e+03,1.591400000000000000e+04,1.261507035255854134e+02
1.005000000000000000e+03,1.608700000000000000e+04,1.268345378830235859e+02
1.007000000000000114e+03,1.606700000000000000e+04,1.267556704845974309e+02
1.008999999999999886e+03,1.610100000000000000e+04,1.268897158953404869e+02
1.011000000000000000e+03,1.582500000000000000e+04,1.257974562540912302e+02
1.013000000000000000e+03,1.607500000000000000e+04,1.267872233310590673e+02
1.015000000000000114e+03,1.629300000000000000e+04,1.276440362884213755e+02
1.017000000000000114e+03,1.600900000000000000e+04,1.265266770289963461e+02
1.018999999999999886e+03,1.601100000000000000e+04,1.265345802537794953e+02
1.021000000000000000e+03,1.602600000000000000e+04,1.265938387126316229e+02
1.023000000000000000e+03,1.604200000000000000e+04,1.266570171763105463e+02
1.025000000000000000e+03,1.619900000000000000e+04,1.272752921819464973e+02
1.027000000000000000e+03,1.614800000000000000e+04,1.270747811330002150e+02
1.029000000000000000e+03,1.595800000000000000e+04,1.263249777359960717e+02
1.031000000000000000e+03,1.592900000000000000e+04,1.262101422231990000e+02
1.033000000000000000e+03,1.600200000000000000e+04,1.264990118538480601e+02
1.035000000000000000e+03,1.576600000000000000e+04,1.255627333248212381e+02
1.037000000000000000e+03,1.601000000000000000e+04,1.265306287030925887e+02
1.039000000000000000e+03,1.578100000000000000e+04,1.256224502228797064e+02
1.041000000000000000e+03,1.600900000000000000e+04,1.265266770289963461e+02
1.043000000000000000e+03,1.578000000000000000e+04,1.256184699795376218e+02
1.045000000000000000e+03,1.587500000000000000e+04,1.259960316835422418e+02
1.047000000000000000e+03,1.575100000000000000e+04,1.255029880122383474e+02
1.049000000000000000e+03,1.596200000000000000e+04,1.263408089256990934e+02
1.051000000000000000e+03,1.624100000000000000e+04,1.274401820463226613e+02
1.053000000000000227e+03,1.593500000000000000e+04,1.262339098657721479e+02
1.055000000000000000e+03,1.597900000000000000e+04,1.264080693626801803e+02
1.057000000000000000e+03,1.599700000000000000e+04,1.264792473095876630e+02
1.059000000000000000e+03,1.593700000000000000e+04,1.262418314189071680e+02
1.061000000000000000e+03,1.611800000000000000e+04,1.269566855269931693e+02
1.063000000000000000e+03,1.603500000000000000e+04,1.266293804770448332e+02
1.065000000000000000e+03,1.590200000000000000e+04,1.261031323956704000e+02
1.067000000000000000e+03,1.588500000000000000e+04,1.260357092255999305e+02
1.069000000000000000e+03,1.589500000000000000e+04,1.260753742806264199e+02
1.071000000000000000e+03,1.583200000000000000e+04,1.258252756802066870e+02
1.073000000000000000e+03,1.582100000000000000e+04,1.257815566766439588e+02
1.075000000000000000e+03,1.580300000000000000e+04,1.257099836926245189e+02
1.077000000000000000e+03,1.606300000000000000e+04,1.267398911156233225e+02
1.079000000000000000e+03,1.581900000000000000e+04,1.257736061341965978e+02
1.081000000000000000e+03,1.582100000000000000e+04,1.257815566766439588e+02
1.083000000000000000e+03,1.572100000000000000e+04,1.253834119810107950e+02
1.085000000000000000e+03,1.597200000000000000e+04,1.263803782238373969e+02
1.087000000000000000e+03,1.584000000000000000e+04,1.258570617804180074e+02
1.089000000000000000e+03,1.586000000000000000e+04,1.259364919314484723e+02
1.091000000000000000e+03,1.576500000000000000e+04,1.255587511884368723e+02
1.093000000000000000e+03,1.563900000000000000e+04,1.250559874616174056e+02
1.095000000000000000e+03,1.561000000000000000e+04,1.249399855930842023e+02
1.097000000000000000e+03,1.572100000000000000e+04,1.253834119810107950e+02
1.099000000000000000e+03,1.573900000000000000e+04,1.254551712764368858e+02
1.101000000000000000e+03,1.554700000000000000e+04,1.246876096490741475e+02
1.103000000000000000e+03,1.558400000000000000e+04,1.248358922746174358e+02
1.105000000000000000e+03,1.560500000000000000e+04,1.249199743836034031e+02
1.107000000000000000e+03,1.545500000000000000e+04,1.243181402692298434e+02
1.109000000000000000e+03,1.559200000000000000e+04,1.248679302303044096e+02
1.111000000000000000e+03,1.564700000000000000e+04,1.250879690457877587e+02
1.113000000000000000e+03,1.562300000000000000e+04,1.249919997439828876e+02
1.115000000000000000e+03,1.564100000000000000e+04,1.250639836243826721e+02
1.117000000000000000e+03,1.567000000000000000e+04,1.251798705862893257e+02
1.119000000000000000e+03,1.547900000000000000e+04,1.244146293648773280e+02
1.121000000000000000e+03,1.522100000000000000e+04,1.233734169098024722e+02
1.123000000000000000e+03,1.530800000000000000e+04,1.237255026257716963e+02
1.125000000000000000e+03,1.558400000000000000e+04,1.248358922746174358e+02
1.127000000000000000e+03,1.551800000000000000e+04,1.245712647443215246e+02
1.129000000000000000e+03,1.539900000000000000e+04,1.240927072796785069e+02
1.131000000000000000e+03,1.526300000000000000e+04,1.235435146011313918e+02
1.133000000000000000e+03,1.528000000000000000e+04,1.236122971228996903e+02
1.135000000000000000e+03,1.533100000000000000e+04,1.238184154316313652e+02
1.137000000000000000e+03,1.522800000000000000e+04,1.234017828072192060e+02
1.139000000000000000e+03,1.537100000000000000e+04,1.239798370703883847e+02
1.141000000000000000e+03,1.546400000000000000e+04,1.243543324536785804e+02
1.143000000000000000e+03,1.515000000000000000e+04,1.230853362509114959e+02
1.145000000000000000e+03,1.504200000000000000e+04,1.226458315638974454e+02
1.147000000000000000e+03,1.499600000000000000e+04,1.224581561187333136e+02
1.149000000000000000e+03,1.522600000000000000e+04,1.233936789304862032e+02
1.151000000000000000e+03,1.507400000000000000e+04,1.227762191957390314e+02
1.153000000000000000e+03,1.517800000000000000e+04,1.231990259701760806e+02
1.155000000000000000e+03,1.487500000000000000e+04,1.219631091765040765e+02
1.157000000000000000e+03,1.492900000000000000e+04,1.221842870421569387e+02
1.159000000000000000e+03,1.475900000000000000e+04,1.214866247782028950e+02
1.161000000000000000e+03,1.477300000000000000e+04,1.215442306323093362e+02
1.163000000000000000e+03,1.477300000000000000e+04,1.215442306323093362e+02
1.165000000000000000e+03,1.458300000000000000e+04,1.207600927459061495e+02
1.167000000000000000e+03,1.486700000000000000e+04,1.219303079631972651e+02
1.169000000000000000e+03,1.478000000000000000e+04,1.215730233234335174e+02
1.171000000000000000e+03,1.461400000000000000e+04,1.208883782668963249e+02
1.173000000000000000e+03,1.471900000000000000e+04,1.213218859068711026e+02
1.175000000000000000e+03,1.453300000000000000e+04,1.205528929557476658e+02
1.177000000000000000e+03,1.466800000000000000e+04,1.211115188576222863e+02
1.179000000000000000e+03,1.469700000000000000e+04,1.212311841070604714e+02
1.181000000000000000e+03,1.449400000000000000e+04,1.203910295661607961e+02
1.183000000000000000e+03,1.452000000000000000e+04,1.204989626511360257e+02
1.185000000000000000e+03,1.456700000000000000e+04,1.206938275140855694e+02
1.187000000000000000e+03,1.476700000000000000e+04,1.215195457529371197e+02
1.189000000000000000e+03,1.460000000000000000e+04,1.208304597359456238e+02
1.191000000000000000e+03,1.457800000000000000e+04,1.207393887677098974e+02
1.193000000000000000e+03,1.433900000000000000e+04,1.197455635921432986e+02
1.195000000000000000e+03,1.458100000000000000e+04,1.207518115806142305e+02
1.197000000000000000e+03,1.447900000000000000e+04,1.203287164395933360e+02
1.199000000000000000e+03,1.442800000000000000e+04,1.201166100087739323e+02
1.201000000000000000e+03,1.441000000000000000e+04,1.200416594353810069e+02
1.203000000000000000e+03,1.416000000000000000e+04,1.189957982451487624e+02
1.205000000000000000e+03,1.446100000000000000e+04,1.202538980657172942e+02
1.207000000000000000e+03,1.420700000000000000e+04,1.191931206068529718e+02
1.209000000000000000e+03,1.411100000000000000e+04,1.187897301958382741e+02
1.211000000000000000e+03,1.433700000000000000e+04,1.197372122608503560e+02
1.213000000000000000e+03,1.411100000000000000e+04,1.187897301958382741e+02
1.215000000000000000e+03,1.424200000000000000e+04,1.193398508462287282e+02
1.217000000000000000e+03,1.409000000000000000e+04,1.187013058057909802e+02
1.219000000000000000e+03,1.420500000000000000e+04,1.191847305656228855e+02
1.221000000000000000e+03,1.413000000000000000e+04,1.188696765369531931e+02
1.223000000000000000e+03,1.399400000000000000e+04,1.182962383172016416e+02
1.225000000000000000e+03,1.421200000000000000e+04,1.192140931266094412e+02
1.227000000000000000e+03,1.411200000000000000e+04,1.187939392393400340e+02
1.229000000000000000e+03,1.396900000000000000e+04,1.181905241548574850e+02
1.231000000000000000e+03,1.410300000000000000e+04,1.187560524773361976e+02
1.233000000000000000e+03,1.428700000000000000e+04,1.195282393411707744e+02
1.235000000000000000e+03,1.449800000000000000e+04,1.204076409535537096e+02
1.237000000000000000e+03,1.415500000000000000e+04,1.189747872450298019e+02
1.239000000000000000e+03,1.403400000000000000e+04,1.184651847590666875e+02
1.241000000000000000e+03,1.379300000000000000e+04,1.174436034869504510e+02
1.243000000000000000e+03,1.418300000000000000e+04,1.190924011009938113e+02
1.245000000000000000e+03,1.410100000000000000e+04,1.187476315553285531e+02
1.247000000000000000e+03,1.411300000000000000e+04,1.187981481337137666e+02
1.249000000000000000e+03,1.388300000000000000e+04,1.178261431092432758e+02
1.251000000000000000e+03,1.412100000000000000e+04,1.188318139220300509e+02
1.253000000000000000e+03,1.384100000000000000e+04,1.176477794095571880e+02
1.255000000000000000e+03,1.408600000000000000e+04,1.186844555954994576e+02
1.257000000000000000e+03,1.392600000000000000e+04,1.180084742719773203e+02
1.259000000000000000e+03,1.390800000000000000e+04,1.179321839024451037e+02
1.261000000000000000e+03,1.397900000000000000e+04,1.182328211623153038e+02
1.263000000000000000e+03,1.389600000000000000e+04,1.178812962263309601e+02
1.265000000000000000e+03,1.395100000000000000e+04,1.181143513718798204e+02
1.267000000000000000e+03,1.392400000000000000e+04,1.180000000000000000e+02
1.269000000000000000e+03,1.410400000000000000e+04,1.187602627144278813e+02
1.271000000000000000e+03,1.389000000000000000e+04,1.178558441486893571e+02
1.273000000000000000e+03,1.393700000000000000e+04,1.180550718944341497e+02
1.275000000000000000e+03,1.380400000000000000e+04,1.174904251417956402e+02
1.277000000000000000e+03,1.421000000000000000e+04,1.192057045614856179e+02
1.279000000000000000e+03,1.381000000000000000e+04,1.175159563633806101e+02
1.281000000000000000e+03,1.404300000000000000e+04,1.185031645147082600e+02
1.283000000000000000e+03,1.401900000000000000e+04,1.184018580935280625e+02
1.285000000000000000e+03,1.402500000000000000e+04,1.184271928232701612e+02
1.287000000000000000e+03,1.388300000000000000e+04,1.178261431092432758e+02
1.289000000000000000e+03,1.382700000000000000e+04,1.175882647205926332e+02
1.291000000000000000e+03,1.399900000000000000e+04,1.183173698152550060e+02
1.293000000000000000e+03,1.398200000000000000e+04,1.182455073142318724e+02
1.295000000000000000e+03,1.383500000000000000e+04,1.176222768016323244e+02
1.297000000000000000e+03,1.393400000000000000e+04,1.180423652762001439e+02
1.299000000000000000e+03,1.404500000000000000e+04,1.185116028074880887e+02
1.301000000000000000e+03,1.420300000000000000e+04,1.191763399337305600e+02
1.303000000000000000e+03,1.401200000000000000e+04,1.183722940556617687e+02
1.305000000000000000e+03,1.410000000000000000e+04,1.187434208703798504e+02
1.307000000000000000e+03,1.401500000000000000e+04,1.183849652616409003e+02
1.309000000000000000e+03,1.402900000000000000e+04,1.184440796325416159e+02
1.311000000000000000e+03,1.408000000000000000e+04,1.186591757935311762e+02
1.313000000000000000e+03,1.406900000000000000e+04,1.186128154964717396e+02
1.315000000000000000e+03,1.417500000000000000e+04,1.190588089979064534e+02
1.317000000000000000e+03,1.417900000000000000e+04,1.190756062340224162e+02
1.319000000000000000e+03,1.412200000000000000e+04,1.188360214749718580e+02
1.321000000000000000e+03,1.398400000000000000e+04,1.182539639927563258e+02
1.323000000000000000e+03,1.395200000000000000e+04,1.181185844818664918e+02
1.325000000000000000e+03,1.408400000000000000e+04,1.186760295931744622e+02
1.327000000000000000e+03,1.431100000000000000e+04,1.196285919000965805e+02
1.329000000000000000e+03,1.392700000000000000e+04,1.180127111797701218e+02
1.331000000000000000e+03,1.415200000000000000e+04,1.189621788637050486e+02
1.333000000000000000e+03,1.409500000000000000e+04,1.187223652055508865e+02
1.335000000000000000e+03,1.380900000000000000e+04,1.175117015449959581e+02
1.337000000000000000e+03,1.396900000000000000e+04,1.181905241548574850e+02
1.339000000000000000e+03,1.379200000000000000e+04,1.174393460472256265e+02
1.341000000000000000e+03,1.398300000000000000e+04,1.182497357290922082e+02
1.343000000000000000e+03,1.377600000000000000e+04,1.173712060089692386e+02
1.345000000000000000e+03,1.387700000000000000e+04,1.178006791151892685e+02
1.347000000000000000e+03,1.404000000000000000e+04,1.184905059487882681e+02
1.349000000000000000e+03,1.408900000000000000e+04,1.186970934774726629e+02
1.351000000000000000e+03,1.365100000000000000e+04,1.168374939820259897e+02
1.353000000000000000e+03,1.382200000000000000e+04,1.175670021732294117e+02
1.355000000000000000e+03,1.367900000000000000e+04,1.169572571497810713e+02
1.357000000000000000e+03,1.375100000000000000e+04,1.172646579323882179e+02
1.359000000000000000e+03,1.367600000000000000e+04,1.169444312483501562e+02
1.361000000000000000e+03,1.372100000000000000e+04,1.171366723105966230e+02
1.363000000000000000e+03,1.382900000000000000e+04,1.175967686630883691e+02
1.365000000000000000e+03,1.364700000000000000e+04,1.168203749351978331e+02
1.367000000000000000e+03,1.373300000000000000e+04,1.171878833327064058e+02
1.369000000000000000e+03,1.373400000000000000e+04,1.171921499077470799e+02
1.371000000000000000e+03,1.385100000000000000e+04,1.176902714755979105e+02
1.373000000000000000e+03,1.357800000000000000e+04,1.165246754983672872e+02
1.375000000000000000e+03,1.347400000000000000e+04,1.160775602776011510e+02
1.377000000000000000e+03,1.365500000000000000e+04,1.168546105209370580e+02
1.379000000000000000e+03,1.366500000000000000e+04,1.168973909033047676e+02
1.381000000000000000e+03,1.382400000000000000e+04,1.175755076535933767e+02
1.383000000000000000e+03,1.373700000000000000e+04,1.172049487009826407e+02
1.385000000000000000e+03,1.368300000000000000e+04,1.169743561640752887e+02
1.387000000000000000e+03,1.364100000000000000e+04,1.167946916601940757e+02
1.389000000000000000e+03,1.343400000000000000e+04,1.159051336222855753e+02
1.391000000000000000e+03,1.361500000000000000e+04,1.166833321430276555e+02
1.393000000000000000e+03,1.343800000000000000e+04,1.159223878290995344e+02
1.395000000000000000e+03,1.347200000000000000e+04,1.160689450283753104e+02
1.397000000000000000e+03,1.353000000000000000e+04,1.163185281887635938e+02
1.399000000000000000e+03,1.370200000000000000e+04,1.170555423719870305e+02
1.401000000000000000e+03,1.371200000000000000e+04,1.170982493464362051e+02
1.403000000000000000e+03,1.368800000000000000e+04,1.169957264176773606e+02
1.405000000000000000e+03,1.360100000000000000e+04,1.166233252827241813e+02
1.407000000000000000e+03,1.338400000000000000e+04,1.156892389118365827e+02
1.409000000000000000e+03,1.344000000000000000e+04,1.159310139695153339e+02
1.411000000000000000e+03,1.321000000000000000e+04,1.149347641055574059e+02
1.413000000000000000e+03,1.357000000000000000e+04,1.164903429473870347e+02
1.415000000000000000e+03,1.349700000000000000e+04,1.161765897244367807e+02
1.417000000000000000e+03,1.326200000000000000e+04,1.151607572048742441e+02
1.419000000000000000e+03,1.342000000000000000e+04,1.158447236605970829e+02
1.421000000000000000e+03,1.361100000000000000e+04,1.166661904752181727e+02
1.423000000000000000e+03,1.331300000000000000e+04,1.153819743287494930e+02
1.425000000000000000e+03,1.327900000000000000e+04,1.152345434320795903e+02
1.427000000000000000e+03,1.331100000000000000e+04,1.153733071381757327e+02
1.429000000000000000e+03,1.334100000000000000e+04,1.155032467076143803e+02
1.431000000000000000e+03,1.348700000000000000e+04,1.161335438191745197e+02
1.433000000000000000e+03,1.324200000000000000e+04,1.150738893059588008e+02
1.435000000000000000e+03,1.331400000000000000e+04,1.153863076798970724e+02
1.437000000000000000e+03,1.320500000000000000e+04,1.149130105775675474e+02
1.439000000000000000e+03,1.318800000000000000e+04,1.148390177596447757e+02
1.441000000000000000e+03,1.342800000000000000e+04,1.158792474949677853e+02
1.443000000000000000e+03,1.325700000000000000e+04,1.151390463743737200e+02
1.445000000000000000e+03,1.317700000000000000e+04,1.147911146387214103e+02
1.447000000000000000e+03,1.330000000000000000e+04,1.153256259467070777e+02
1.449000000000000000e+03,1.317200000000000000e+04,1.147693338832286827e+02
1.451000000000000000e+03,1.336000000000000000e+04,1.155854662143992755e+02
1.453000000000000000e+03,1.312600000000000000e+04,1.145687566485739808e+02
1.455000000000000000e+03,1.330200000000000000e+04,1.153342967204462184e+02
1.457000000000000000e+03,1.315900000000000000e+04,1.147126845645234425e+02
1.459000000000000000e+03,1.335500000000000000e+04,1.155638351734651224e+02
1.461000000000000000e+03,1.345000000000000000e+04,1.159741350474323553e+02
1.463000000000000000e+03,1.307600000000000000e+04,1.143503388713816094e+02
1.465000000000000000e+03,1.326700000000000000e+04,1.151824639430851676e+02
1.467000000000000000e+03,1.304000000000000000e+04,1.141928193889616523e+02
1.469000000000000000e+03,1.298100000000000000e+04,1.139341915317781968e+02
1.471000000000000000e+03,1.320100000000000000e+04,1.148956047897390818e+02
1.473000000000000000e+03,1.337700000000000000e+04,1.156589814930084685e+02
1.475000000000000000e+03,1.307600000000000000e+04,1.143503388713816094e+02
1.477000000000000000e+03,1.301300000000000000e+04,1.140745370360982633e+02
1.479000000000000000e+03,1.323800000000000000e+04,1.150565078559229732e+02
1.481000000000000000e+03,1.304400000000000000e+04,1.142103322821531037e+02
1.483000000000000000e+03,1.314600000000000000e+04,1.146560072564880102e+02
1.485000000000000000e+03,1.311200000000000000e+04,1.145076416663978307e+02
1.487000000000000000e+03,1.310000000000000000e+04,1.144552314225966256e+02
1.489000000000000000e+03,1.319500000000000000e+04,1.148694911627972033e+02
1.491000000000000000e+03,1.311600000000000000e+04,1.145251064177627995e+02
1.493000000000000000e+03,1.317700000000000000e+04,1.147911146387214103e+02
1.495000000000000000e+03,1.294700000000000000e+04,1.137848847606746858e+02
1.497000000000000000e+03,1.319000000000000000e+04,1.148477252713346388e+02
1.499000000000000000e+03,1.285000000000000000e+04,1.133578404875461274e+02
1.501000000000000000e+03,1.304600000000000000e+04,1.142190877217981324e+02
1.503000000000000000e+03,1.313400000000000000e+04,1.146036648628651164e+02
1.505000000000000000e+03,1.314900000000000000e+04,1.146690891216985619e+02
1.507000000000000000e+03,1.302000000000000000e+04,1.141052146047677525e+02
1.509000000000000000e+03,1.306100000000000000e+04,1.142847321386361727e+02
1.511000000000000000e+03,1.334500000000000000e+04,1.155205609404656570e+02
1.513000000000000000e+03,1.292700000000000000e+04,1.136969656587189093e+02
1.515000000000000000e+03,1.304200000000000000e+04,1.142015761712591484e+02
1.517000000000000000e+03,1.303100000000000000e+04,1.141534055558568070e+02
1.519000000000000000e+03,1.320900000000000000e+04,1.149304137293511303e+02
1.521000000000000000e+03,1.320300000000000000e+04,1.149043080132341856e+02
1.523000000000000000e+03,1.307500000000000000e+04,1.143459662602926983e+02
1.525000000000000000e+03,1.315400000000000000e+04,1.146908889145088324e+02
1.527000000000000000e+03,1.293400000000000000e+04,1.137277450756846520e+02
1.529000000000000000e+03,1.303900000000000000e+04,1.141884407459874637e+02
1.531000000000000000e+03,1.309200000000000000e+04,1.144202779231018212e+02
1.533000000000000000e+03,1.313700000000000000e+04,1.146167527022116701e+02
